Temps (s),Angle (rad)
1.734171,-0.939336203
1.742363,-0.926769833
1.750555,-0.914203462
1.758747,-0.901637092
1.766939,-0.885929128
1.774107,-0.873362758
1.782299,-0.857654794
1.790491,-0.841946831
1.798683,-0.826238868
1.806875,-0.810530905
1.815067,-0.794822941
1.822235,-0.779114978
1.830427,-0.760265422
1.838619,-0.744557459
1.846811,-0.725707903
1.855003,-0.706858347
1.862171,-0.688008791
1.870363,-0.672300828
1.878555,-0.650309679
1.886747,-0.631460123
1.894939,-0.612610567
1.902107,-0.593761012
1.910299,-0.574911456
1.918491,-0.552920307
1.926683,-0.534070751
1.934875,-0.512079603
1.943067,-0.490088454
1.950235,-0.471238898
1.958427,-0.449247749
1.966619,-0.430398194
1.974811,-0.408407045
1.983003,-0.386415896
1.990171,-0.364424748
1.998363,-0.342433599
2.006555,-0.323584043
2.014747,-0.301592895
2.022939,-0.279601746
2.031131,-0.257610598
2.038299,-0.235619449
2.046491,-0.216769893
2.054683,-0.194778745
2.062875,-0.172787596
2.071067,-0.150796447
2.078235,-0.131946891
2.086427,-0.109955743
2.094619,-0.091106187
2.102811,-0.0691150384
2.111003,-0.0502654825
2.118171,-0.0282743339
2.126363,-0.00942477796
2.134555,0.00942477796
2.142747,0.0282743339
2.150939,0.0502654825
2.159131,0.0691150384
2.166299,0.0848230016
2.174491,0.103672558
2.182683,0.122522113
2.190875,0.141371669
2.199067,0.157079633
2.206235,0.175929189
2.214427,0.191637152
2.222619,0.210486708
2.230811,0.226194671
2.239003,0.241902634
2.246171,0.257610598
2.254363,0.273318561
2.262555,0.289026524
2.270747,0.304734487
2.278939,0.317300858
2.286107,0.333008821
2.294299,0.345575192
2.302491,0.358141563
2.310683,0.373849526
2.318875,0.383274304
2.327067,0.395840674
2.334235,0.408407045
2.342427,0.420973416
2.350619,0.430398194
2.358811,0.442964564
2.367003,0.452389342
2.375195,0.46181412
2.382363,0.471238898
2.390555,0.480663676
2.398747,0.490088454
2.406939,0.499513232
2.415131,0.505796417
2.422299,0.512079603
2.430491,0.52150438
2.438683,0.527787566
2.446875,0.534070751
2.455067,0.540353936
2.462235,0.543495529
2.470427,0.549778714
2.478619,0.552920307
2.486811,0.559203492
2.495003,0.562345085
2.502171,0.565486678
2.510363,0.56862827
2.518555,0.571769863
2.529819,0.574911456
2.550299,0.578053048
2.586139,0.574911456
2.604571,0.571769863
2.616859,0.56862827
2.626075,0.565486678
2.634267,0.562345085
2.642459,0.559203492
2.649627,0.5560619
2.655771,0.552920307
2.662939,0.549778714
2.670107,0.546637122
2.678299,0.540353936
2.686491,0.537212344
2.694683,0.530929158
2.702875,0.524645973
2.710043,0.52150438
2.718235,0.515221195
2.726427,0.505796417
2.734619,0.499513232
2.742811,0.493230047
2.751003,0.486946861
2.758171,0.477522083
2.766363,0.471238898
2.774555,0.46181412
2.782747,0.455530935
2.790939,0.446106157
2.799131,0.436681379
2.806299,0.430398194
2.814491,0.420973416
2.822683,0.411548638
2.830875,0.40212386
2.839067,0.392699082
2.846235,0.383274304
2.854427,0.370707933
2.862619,0.361283155
2.870811,0.351858377
2.879003,0.342433599
2.886171,0.329867229
2.894363,0.320442451
2.902555,0.311017673
2.910747,0.298451302
2.918939,0.289026524
2.927131,0.276460154
2.934299,0.267035376
2.942491,0.254469005
2.950683,0.245044227
2.958875,0.232477856
2.967067,0.223053078
2.974235,0.210486708
2.982427,0.197920337
2.990619,0.188495559
2.998811,0.175929189
3.007003,0.166504411
3.014171,0.15393804
3.022363,0.141371669
3.030555,0.131946891
3.038747,0.119380521
3.046939,0.109955743
3.055131,0.0973893723
3.062299,0.0879645943
3.070491,0.0753982237
3.078683,0.0659734457
3.086875,0.0534070751
3.095067,0.0439822972
3.103259,0.0314159265
3.110427,0.0219911486
3.118619,0.00942477796
3.126811,-0
3.135003,-0.00942477796
3.143195,-0.0188495559
3.150363,-0.0314159265
3.158555,-0.0408407045
3.166747,-0.0502654825
3.174939,-0.0596902604
3.183131,-0.0691150384
3.190299,-0.0785398163
3.198491,-0.0879645943
3.206683,-0.0973893723
3.214875,-0.10681415
3.223067,-0.116238928
3.231259,-0.122522113
3.238427,-0.131946891
3.246619,-0.141371669
3.254811,-0.147654855
3.263003,-0.157079633
3.271195,-0.163362818
3.279387,-0.172787596
3.286555,-0.179070781
3.294747,-0.185353967
3.302939,-0.191637152
3.311131,-0.197920337
3.319323,-0.207345115
3.326491,-0.210486708
3.334683,-0.216769893
3.342875,-0.223053078
3.351067,-0.229336264
3.359259,-0.235619449
3.366427,-0.241902634
3.374619,-0.245044227
3.382811,-0.251327412
3.391003,-0.254469005
3.399195,-0.257610598
3.406363,-0.263893783
3.414555,-0.267035376
3.422747,-0.270176968
3.430939,-0.273318561
3.439131,-0.276460154
3.447323,-0.279601746
3.454491,-0.282743339
3.462683,-0.285884931
3.470875,-0.289026524
3.482139,-0.292168117
3.497499,-0.295309709
3.521051,-0.298451302
3.585563,-0.295309709
3.608091,-0.292168117
3.624475,-0.289026524
3.636763,-0.285884931
3.649051,-0.282743339
3.659291,-0.279601746
3.668507,-0.276460154
3.677723,-0.273318561
3.685915,-0.270176968
3.694107,-0.267035376
3.701275,-0.263893783
3.708443,-0.26075219
3.715611,-0.257610598
3.722779,-0.254469005
3.729947,-0.251327412
3.736091,-0.24818582
3.743259,-0.245044227
3.750427,-0.241902634
3.758619,-0.238761042
3.766811,-0.232477856
3.775003,-0.229336264
3.783195,-0.223053078
3.790363,-0.219911486
3.798555,-0.2136283
3.806747,-0.210486708
3.814939,-0.204203522
3.823131,-0.20106193
3.831323,-0.194778745
3.838491,-0.188495559
3.846683,-0.185353967
3.854875,-0.179070781
3.863067,-0.172787596
3.871259,-0.166504411
3.878427,-0.163362818
3.886619,-0.157079633
3.894811,-0.150796447
3.903003,-0.144513262
3.911195,-0.138230077
3.919387,-0.135088484
3.926555,-0.128805299
3.934747,-0.122522113
3.942939,-0.116238928
3.951131,-0.109955743
3.959323,-0.103672558
3.966491,-0.0973893723
3.974683,-0.0942477796
3.982875,-0.0879645943
3.991067,-0.081681409
3.998235,-0.0753982237
4.006427,-0.0691150384
4.014619,-0.0628318531
4.022811,-0.0565486678
4.031003,-0.0534070751
4.039195,-0.0471238898
4.046363,-0.0408407045
4.054555,-0.0345575192
4.062747,-0.0282743339
4.070939,-0.0251327412
4.079131,-0.0188495559
4.086299,-0.0125663706
4.094491,-0.00628318531
4.102683,-0.00314159265
4.110875,0.00314159265
4.119067,0.00942477796
4.127259,0.0157079633
4.134427,0.0188495559
4.142619,0.0251327412
4.150811,0.0282743339
4.159003,0.0345575192
4.167195,0.0408407045
4.174363,0.0439822972
4.182555,0.0502654825
4.190747,0.0534070751
4.198939,0.0596902604
4.207131,0.0628318531
4.215323,0.0691150384
4.222491,0.072256631
4.230683,0.0753982237
4.238875,0.081681409
4.247067,0.0848230016
4.255259,0.0879645943
4.262427,0.091106187
4.270619,0.0942477796
4.278811,0.100530965
4.287003,0.103672558
4.295195,0.10681415
4.302363,0.109955743
4.310555,0.113097336
4.318747,0.116238928
4.326939,0.119380521
4.335131,0.122522113
4.343323,0.125663706
4.351515,0.128805299
4.361755,0.131946891
4.373019,0.135088484
4.384283,0.138230077
4.395547,0.141371669
4.409883,0.144513262
4.425243,0.147654855
4.444699,0.150796447
4.467227,0.15393804
4.504091,0.157079633
4.570651,0.15393804
4.607515,0.150796447
4.631067,0.147654855
4.651547,0.144513262
4.668955,0.141371669
4.684315,0.138230077
4.698651,0.135088484
4.711963,0.131946891
4.725275,0.128805299
4.736539,0.125663706
4.747803,0.122522113
4.759067,0.119380521
4.770331,0.116238928
4.780571,0.113097336
4.789787,0.109955743
4.800027,0.10681415
4.810267,0.103672558
4.819483,0.100530965
4.828699,0.0973893723
4.837915,0.0942477796
4.847131,0.091106187
4.856347,0.0879645943
4.865563,0.0848230016
4.873755,0.081681409
4.882971,0.0785398163
4.892187,0.0753982237
4.900379,0.072256631
4.908571,0.0691150384
4.917787,0.0659734457
4.925979,0.0628318531
4.934171,0.0596902604
4.942363,0.0565486678
4.951579,0.0534070751
4.959771,0.0502654825
4.967963,0.0471238898
4.976155,0.0439822972
4.985371,0.0408407045
4.993563,0.0376991118
5.001755,0.0345575192
5.009947,0.0314159265
5.019163,0.0282743339
5.027355,0.0251327412
5.035547,0.0219911486
5.044763,0.0188495559
5.052955,0.0157079633
5.062171,0.0125663706
5.071387,0.00942477796
5.080603,0.00628318531
5.089819,0.00314159265
5.099035,-0
5.108251,-0.00314159265
5.117467,-0.00628318531
5.127707,-0.00942477796
5.136923,-0.0125663706
5.147163,-0.0157079633
5.157403,-0.0188495559
5.167643,-0.0219911486
5.178907,-0.0251327412
5.190171,-0.0282743339
5.201435,-0.0314159265
5.213723,-0.0345575192
5.224987,-0.0376991118
5.237275,-0.0408407045
5.250587,-0.0439822972
5.264923,-0.0471238898
5.279259,-0.0502654825
5.294619,-0.0534070751
5.311003,-0.0565486678
5.329435,-0.0596902604
5.348891,-0.0628318531
5.371419,-0.0659734457
5.399067,-0.0691150384
5.436955,-0.072256631
5.607963,-0.0691150384
5.648923,-0.0659734457
5.681691,-0.0628318531
5.707291,-0.0596902604
5.732891,-0.0565486678
5.756443,-0.0534070751
5.777947,-0.0502654825
5.797403,-0.0471238898
5.816859,-0.0439822972
5.836315,-0.0408407045
5.855771,-0.0376991118
5.873179,-0.0345575192
5.890587,-0.0314159265
5.909019,-0.0282743339
5.926427,-0.0251327412
5.943835,-0.0219911486
5.962267,-0.0188495559
5.979675,-0.0157079633
5.998107,-0.0125663706
6.015515,-0.00942477796
6.032923,-0.00628318531
6.052379,-0.00314159265
6.070811,-0
6.089243,0.00314159265
6.109723,0.00628318531
6.130203,0.00942477796
6.151707,0.0125663706
6.174235,0.0157079633
6.197787,0.0188495559
6.223387,0.0219911486
6.252059,0.0251327412
6.282779,0.0282743339
6.317595,0.0314159265
6.364699,0.0345575192
6.433307,0.0376991118
6.606363,0.0345575192
6.682139,0.0314159265
6.739483,0.0282743339
6.785563,0.0251327412
6.828571,0.0219911486
6.869531,0.0188495559
6.911515,0.0157079633
6.950427,0.0125663706
6.988315,0.00942477796
7.030299,0.00628318531
7.072283,0.00314159265
7.117339,-0
7.165467,-0.00314159265
7.223835,-0.00628318531
7.297563,-0.00942477796
7.436827,-0.0125663706
7.598619,-0.00942477796
7.772699,-0.00628318531
7.898651,-0.00314159265
8.017435,-0
8.152603,0.00314159265
8.397339,0.00628318531
8.712731,0.00314159265
