Temps (s),Angle (rad)
2.87941,0.103672558
2.886578,0.125663706
2.89477,0.147654855
2.902962,0.169646003
2.911154,0.191637152
2.919346,0.2136283
2.926514,0.235619449
2.934706,0.257610598
2.942898,0.276460154
2.95109,0.298451302
2.959282,0.317300858
2.96645,0.339292007
2.974642,0.358141563
2.982834,0.376991118
2.991026,0.398982267
2.999218,0.417831823
3.00741,0.436681379
3.014578,0.452389342
3.02277,0.471238898
3.030962,0.490088454
3.039154,0.505796417
3.047346,0.524645973
3.054514,0.540353936
3.062706,0.5560619
3.070898,0.571769863
3.07909,0.587477826
3.087282,0.603185789
3.09445,0.61575216
3.102642,0.631460123
3.110834,0.644026494
3.119026,0.656592865
3.127218,0.669159235
3.134386,0.681725606
3.142578,0.694291976
3.15077,0.706858347
3.158962,0.716283125
3.167154,0.725707903
3.174322,0.735132681
3.182514,0.744557459
3.190706,0.753982237
3.198898,0.763407015
3.20709,0.7696902
3.214258,0.779114978
3.22245,0.785398163
3.230642,0.791681349
3.238834,0.794822941
3.247026,0.801106127
3.255218,0.807389312
3.262386,0.810530905
3.270578,0.813672497
3.27877,0.81681409
3.286962,0.819955683
3.300274,0.823097275
3.337138,0.819955683
3.351474,0.81681409
3.36069,0.813672497
3.368882,0.810530905
3.37605,0.807389312
3.383218,0.804247719
3.390386,0.801106127
3.398578,0.794822941
3.40677,0.788539756
3.414962,0.785398163
3.423154,0.775973385
3.431346,0.7696902
3.438514,0.763407015
3.446706,0.753982237
3.454898,0.744557459
3.46309,0.738274274
3.471282,0.728849496
3.47845,0.716283125
3.486642,0.706858347
3.494834,0.697433569
3.503026,0.684867198
3.511218,0.672300828
3.518386,0.659734457
3.526578,0.647168087
3.53477,0.634601716
3.542962,0.622035345
3.551154,0.609468975
3.559346,0.593761012
3.566514,0.581194641
3.574706,0.565486678
3.582898,0.549778714
3.59109,0.534070751
3.599282,0.518362788
3.60645,0.502654825
3.614642,0.486946861
3.622834,0.471238898
3.631026,0.452389342
3.639218,0.436681379
3.64741,0.417831823
3.654578,0.398982267
3.66277,0.383274304
3.670962,0.364424748
3.679154,0.345575192
3.687346,0.326725636
3.694514,0.30787608
3.702706,0.289026524
3.710898,0.270176968
3.71909,0.251327412
3.727282,0.232477856
3.73445,0.2136283
3.742642,0.191637152
3.750834,0.172787596
3.759026,0.15393804
3.767218,0.131946891
3.77541,0.113097336
3.782578,0.0942477796
3.79077,0.072256631
3.798962,0.0534070751
3.807154,0.0345575192
3.815346,0.0125663706
3.822514,-0.00628318531
3.830706,-0.0251327412
3.838898,-0.0471238898
3.84709,-0.0659734457
3.855282,-0.0848230016
3.86245,-0.103672558
3.870642,-0.125663706
3.878834,-0.144513262
3.887026,-0.163362818
3.895218,-0.182212374
3.90341,-0.20106193
3.910578,-0.219911486
3.91877,-0.238761042
3.926962,-0.257610598
3.935154,-0.273318561
3.942322,-0.292168117
3.950514,-0.311017673
3.958706,-0.326725636
3.966898,-0.345575192
3.97509,-0.361283155
3.983282,-0.376991118
3.99045,-0.392699082
3.998642,-0.408407045
4.006834,-0.427256601
4.015026,-0.439822972
4.023218,-0.455530935
4.030386,-0.471238898
4.038578,-0.483805269
4.04677,-0.499513232
4.054962,-0.512079603
4.063154,-0.524645973
4.071346,-0.540353936
4.078514,-0.549778714
4.086706,-0.562345085
4.094898,-0.574911456
4.10309,-0.587477826
4.111282,-0.596902604
4.119474,-0.606327382
4.126642,-0.61575216
4.134834,-0.625176938
4.143026,-0.634601716
4.151218,-0.644026494
4.15941,-0.650309679
4.166578,-0.659734457
4.17477,-0.666017643
4.182962,-0.672300828
4.191154,-0.678584013
4.199346,-0.684867198
4.206514,-0.688008791
4.214706,-0.694291976
4.222898,-0.697433569
4.23109,-0.700575162
4.239282,-0.703716754
4.247474,-0.706858347
4.254642,-0.70999994
4.263858,-0.713141532
4.308914,-0.70999994
4.32325,-0.706858347
4.332466,-0.703716754
4.340658,-0.700575162
4.346802,-0.697433569
4.35397,-0.694291976
4.35909,-0.691150384
4.367282,-0.688008791
4.375474,-0.681725606
4.382642,-0.678584013
4.390834,-0.672300828
4.399026,-0.666017643
4.407218,-0.659734457
4.41541,-0.650309679
4.422578,-0.644026494
4.43077,-0.634601716
4.438962,-0.628318531
4.447154,-0.618893753
4.455346,-0.609468975
4.463538,-0.600044197
4.470706,-0.587477826
4.478898,-0.578053048
4.48709,-0.56862827
4.495282,-0.5560619
4.503474,-0.543495529
4.511666,-0.530929158
4.518834,-0.518362788
4.527026,-0.505796417
4.535218,-0.493230047
4.54341,-0.480663676
4.551602,-0.464955713
4.55877,-0.452389342
4.566962,-0.436681379
4.575154,-0.424115008
4.583346,-0.408407045
4.591538,-0.392699082
4.59973,-0.376991118
4.606898,-0.361283155
4.61509,-0.345575192
4.623282,-0.329867229
4.631474,-0.314159265
4.639666,-0.298451302
4.646834,-0.282743339
4.655026,-0.263893783
4.663218,-0.24818582
4.67141,-0.232477856
4.679602,-0.2136283
4.687794,-0.197920337
4.694962,-0.179070781
4.703154,-0.163362818
4.711346,-0.144513262
4.719538,-0.128805299
4.72773,-0.109955743
4.734898,-0.0942477796
4.74309,-0.0753982237
4.751282,-0.0596902604
4.759474,-0.0408407045
4.767666,-0.0219911486
4.774834,-0.00628318531
4.783026,0.0125663706
4.791218,0.0282743339
4.79941,0.0471238898
4.807602,0.0628318531
4.81477,0.081681409
4.822962,0.0973893723
4.831154,0.116238928
4.839346,0.131946891
4.847538,0.147654855
4.85573,0.166504411
4.862898,0.182212374
4.87109,0.197920337
4.879282,0.2136283
4.887474,0.229336264
4.895666,0.245044227
4.902834,0.26075219
4.911026,0.276460154
4.919218,0.292168117
4.92741,0.30787608
4.935602,0.320442451
4.943794,0.336150414
4.950962,0.348716785
4.959154,0.364424748
4.967346,0.376991118
4.975538,0.389557489
4.98373,0.405265452
4.990898,0.417831823
4.99909,0.430398194
5.007282,0.442964564
5.015474,0.452389342
5.023666,0.464955713
5.030834,0.474380491
5.039026,0.486946861
5.047218,0.496371639
5.05541,0.505796417
5.063602,0.518362788
5.071794,0.527787566
5.078962,0.534070751
5.087154,0.543495529
5.095346,0.552920307
5.103538,0.559203492
5.11173,0.56862827
5.118898,0.574911456
5.12709,0.581194641
5.135282,0.587477826
5.143474,0.593761012
5.151666,0.600044197
5.159858,0.603185789
5.167026,0.609468975
5.175218,0.612610567
5.18341,0.61575216
5.191602,0.622035345
5.199794,0.625176938
5.20901,0.628318531
5.221298,0.631460123
5.24485,0.634601716
5.266354,0.631460123
5.286834,0.628318531
5.299122,0.625176938
5.308338,0.622035345
5.31653,0.618893753
5.323698,0.61575216
5.330866,0.612610567
5.33701,0.609468975
5.343154,0.606327382
5.351346,0.603185789
5.359538,0.596902604
5.36773,0.590619419
5.374898,0.584336234
5.38309,0.581194641
5.391282,0.571769863
5.399474,0.565486678
5.407666,0.559203492
5.414834,0.549778714
5.423026,0.543495529
5.431218,0.534070751
5.43941,0.524645973
5.447602,0.515221195
5.455794,0.505796417
5.462962,0.496371639
5.471154,0.486946861
5.479346,0.477522083
5.487538,0.468097305
5.49573,0.455530935
5.502898,0.442964564
5.51109,0.433539786
5.519282,0.420973416
5.527474,0.408407045
5.535666,0.395840674
5.542834,0.383274304
5.551026,0.370707933
5.559218,0.358141563
5.56741,0.345575192
5.575602,0.333008821
5.583794,0.317300858
5.590962,0.304734487
5.599154,0.292168117
5.607346,0.276460154
5.615538,0.263893783
5.62373,0.24818582
5.630898,0.235619449
5.63909,0.219911486
5.647282,0.204203522
5.655474,0.188495559
5.663666,0.175929189
5.670834,0.160221225
5.679026,0.144513262
5.687218,0.128805299
5.69541,0.113097336
5.703602,0.100530965
5.711794,0.0848230016
5.718962,0.0691150384
5.727154,0.0534070751
5.735346,0.0376991118
5.743538,0.0219911486
5.75173,0.00628318531
5.758898,-0.00942477796
5.76709,-0.0219911486
5.775282,-0.0376991118
5.783474,-0.0534070751
5.791666,-0.0691150384
5.799858,-0.0848230016
5.807026,-0.0973893723
5.815218,-0.113097336
5.82341,-0.128805299
5.831602,-0.141371669
5.839794,-0.157079633
5.846962,-0.172787596
5.855154,-0.185353967
5.863346,-0.20106193
5.871538,-0.2136283
5.87973,-0.226194671
5.886898,-0.241902634
5.89509,-0.254469005
5.903282,-0.267035376
5.911474,-0.279601746
5.919666,-0.292168117
5.927858,-0.304734487
5.935026,-0.317300858
5.943218,-0.329867229
5.95141,-0.342433599
5.959602,-0.351858377
5.967794,-0.364424748
5.974962,-0.373849526
5.983154,-0.386415896
5.991346,-0.395840674
5.999538,-0.405265452
6.00773,-0.41469023
6.014898,-0.424115008
6.02309,-0.433539786
6.031282,-0.442964564
6.039474,-0.452389342
6.047666,-0.458672527
6.054834,-0.468097305
6.063026,-0.474380491
6.071218,-0.480663676
6.07941,-0.490088454
6.087602,-0.496371639
6.095794,-0.502654825
6.102962,-0.505796417
6.111154,-0.512079603
6.119346,-0.518362788
6.127538,-0.52150438
6.13573,-0.527787566
6.142898,-0.530929158
6.15109,-0.534070751
6.159282,-0.537212344
6.167474,-0.540353936
6.175666,-0.543495529
6.190002,-0.546637122
6.25349,-0.543495529
6.267826,-0.540353936
6.277042,-0.537212344
6.286258,-0.534070751
6.29445,-0.530929158
6.301618,-0.527787566
6.307762,-0.524645973
6.313906,-0.52150438
6.319026,-0.518362788
6.327218,-0.515221195
6.33541,-0.50893801
6.343602,-0.505796417
6.351794,-0.499513232
6.359986,-0.493230047
6.367154,-0.486946861
6.375346,-0.480663676
6.383538,-0.474380491
6.39173,-0.464955713
6.399922,-0.458672527
6.40709,-0.449247749
6.415282,-0.442964564
6.423474,-0.433539786
6.431666,-0.424115008
6.439858,-0.41469023
6.447026,-0.405265452
6.455218,-0.395840674
6.46341,-0.386415896
6.471602,-0.376991118
6.479794,-0.364424748
6.487986,-0.35499997
6.495154,-0.345575192
6.503346,-0.333008821
6.511538,-0.323584043
6.51973,-0.311017673
6.527922,-0.298451302
6.536114,-0.289026524
6.543282,-0.276460154
6.551474,-0.263893783
6.559666,-0.251327412
6.567858,-0.238761042
6.57605,-0.226194671
6.584242,-0.2136283
6.59141,-0.20106193
6.599602,-0.188495559
6.607794,-0.175929189
6.615986,-0.163362818
6.624178,-0.147654855
6.631346,-0.135088484
6.639538,-0.122522113
6.64773,-0.109955743
6.655922,-0.0973893723
6.664114,-0.081681409
6.671282,-0.0691150384
6.679474,-0.0565486678
6.687666,-0.0439822972
6.695858,-0.0282743339
6.70405,-0.0157079633
6.711218,-0.00314159265
6.71941,0.0125663706
6.727602,0.0251327412
6.735794,0.0376991118
6.743986,0.0502654825
6.751154,0.0628318531
6.759346,0.0785398163
6.767538,0.091106187
6.77573,0.103672558
6.783922,0.116238928
6.792114,0.128805299
6.799282,0.141371669
6.807474,0.15393804
6.815666,0.166504411
6.823858,0.179070781
6.83205,0.188495559
6.839218,0.20106193
6.84741,0.2136283
6.855602,0.226194671
6.863794,0.235619449
6.871986,0.24818582
6.880178,0.257610598
6.887346,0.270176968
6.895538,0.279601746
6.90373,0.292168117
6.911922,0.301592895
6.920114,0.311017673
6.928306,0.320442451
6.935474,0.329867229
6.943666,0.339292007
6.951858,0.348716785
6.96005,0.358141563
6.968242,0.364424748
6.97541,0.373849526
6.983602,0.383274304
6.991794,0.389557489
6.999986,0.395840674
7.008178,0.405265452
7.015346,0.411548638
7.023538,0.417831823
7.03173,0.424115008
7.039922,0.430398194
7.048114,0.436681379
7.056306,0.439822972
7.063474,0.446106157
7.071666,0.449247749
7.079858,0.455530935
7.08805,0.458672527
7.096242,0.46181412
7.10341,0.468097305
7.111602,0.471238898
7.119794,0.474380491
7.130034,0.477522083
7.142322,0.480663676
7.15973,0.483805269
7.21605,0.480663676
7.232434,0.477522083
7.244722,0.474380491
7.254962,0.471238898
7.263154,0.468097305
7.271346,0.464955713
7.278514,0.46181412
7.285682,0.458672527
7.291826,0.455530935
7.29797,0.452389342
7.304114,0.449247749
7.312306,0.446106157
7.319474,0.439822972
7.327666,0.436681379
7.335858,0.430398194
7.34405,0.424115008
7.352242,0.417831823
7.35941,0.411548638
7.367602,0.405265452
7.375794,0.398982267
7.383986,0.392699082
7.392178,0.383274304
7.40037,0.376991118
7.407538,0.370707933
7.41573,0.361283155
7.423922,0.351858377
7.432114,0.345575192
7.440306,0.336150414
7.447474,0.326725636
7.455666,0.317300858
7.463858,0.30787608
7.47205,0.298451302
7.480242,0.289026524
7.48741,0.279601746
7.495602,0.270176968
7.503794,0.26075219
7.511986,0.24818582
7.520178,0.238761042
7.52837,0.229336264
7.535538,0.216769893
7.54373,0.207345115
7.551922,0.194778745
7.560114,0.185353967
7.568306,0.172787596
7.575474,0.163362818
7.583666,0.150796447
7.591858,0.141371669
7.60005,0.128805299
7.608242,0.116238928
7.61541,0.10681415
7.623602,0.0942477796
7.631794,0.081681409
7.639986,0.072256631
7.648178,0.0596902604
7.655346,0.0471238898
7.663538,0.0345575192
7.67173,0.0251327412
7.679922,0.0125663706
7.688114,-0
7.696306,-0.00942477796
7.703474,-0.0219911486
7.711666,-0.0345575192
7.719858,-0.0439822972
7.72805,-0.0565486678
7.736242,-0.0691150384
7.74341,-0.0785398163
7.751602,-0.091106187
7.759794,-0.103672558
7.767986,-0.113097336
7.776178,-0.122522113
7.78437,-0.135088484
7.791538,-0.144513262
7.79973,-0.157079633
7.807922,-0.166504411
7.816114,-0.175929189
7.824306,-0.188495559
7.831474,-0.197920337
7.839666,-0.207345115
7.847858,-0.216769893
7.85605,-0.226194671
7.864242,-0.235619449
7.872434,-0.245044227
7.879602,-0.254469005
7.887794,-0.263893783
7.895986,-0.270176968
7.904178,-0.279601746
7.91237,-0.289026524
7.919538,-0.295309709
7.92773,-0.304734487
7.935922,-0.311017673
7.944114,-0.317300858
7.952306,-0.326725636
7.959474,-0.333008821
7.967666,-0.339292007
7.975858,-0.345575192
7.98405,-0.351858377
7.992242,-0.358141563
7.99941,-0.364424748
8.007602,-0.36756634
8.015794,-0.373849526
8.023986,-0.376991118
8.032178,-0.383274304
8.04037,-0.386415896
8.047538,-0.389557489
8.05573,-0.395840674
8.063922,-0.398982267
8.072114,-0.40212386
8.080306,-0.405265452
8.088498,-0.408407045
8.100786,-0.411548638
8.116146,-0.41469023
8.144818,-0.417831823
8.169394,-0.41469023
8.19397,-0.411548638
8.208306,-0.408407045
8.220594,-0.405265452
8.230834,-0.40212386
8.239026,-0.398982267
8.247218,-0.395840674
8.25541,-0.392699082
8.261554,-0.389557489
8.268722,-0.386415896
8.274866,-0.383274304
8.28101,-0.380132711
8.288178,-0.376991118
8.29637,-0.373849526
8.303538,-0.36756634
8.31173,-0.361283155
8.319922,-0.358141563
8.328114,-0.351858377
8.336306,-0.345575192
8.343474,-0.339292007
8.351666,-0.333008821
8.359858,-0.326725636
8.36805,-0.320442451
8.376242,-0.314159265
8.384434,-0.304734487
8.391602,-0.298451302
8.399794,-0.292168117
8.407986,-0.282743339
8.416178,-0.276460154
8.42437,-0.267035376
8.431538,-0.26075219
8.43973,-0.251327412
8.447922,-0.241902634
8.456114,-0.232477856
8.464306,-0.226194671
8.471474,-0.216769893
8.479666,-0.207345115
8.487858,-0.197920337
8.49605,-0.188495559
8.504242,-0.179070781
8.51141,-0.169646003
8.519602,-0.160221225
8.527794,-0.150796447
8.535986,-0.141371669
8.544178,-0.131946891
8.55237,-0.119380521
8.559538,-0.109955743
8.56773,-0.100530965
8.575922,-0.091106187
8.584114,-0.081681409
8.592306,-0.0691150384
8.599474,-0.0596902604
8.607666,-0.0502654825
8.615858,-0.0408407045
8.62405,-0.0314159265
8.632242,-0.0188495559
8.63941,-0.00942477796
8.647602,-0
8.655794,0.00942477796
8.663986,0.0219911486
8.672178,0.0314159265
8.68037,0.0408407045
8.687538,0.0502654825
8.69573,0.0596902604
8.703922,0.072256631
8.712114,0.081681409
8.720306,0.091106187
8.728498,0.100530965
8.735666,0.109955743
8.743858,0.119380521
8.75205,0.128805299
8.760242,0.138230077
8.768434,0.147654855
8.775602,0.15393804
8.783794,0.163362818
8.791986,0.172787596
8.800178,0.182212374
8.80837,0.191637152
8.816562,0.197920337
8.82373,0.207345115
8.831922,0.2136283
8.840114,0.223053078
8.848306,0.229336264
8.856498,0.238761042
8.863666,0.245044227
8.871858,0.251327412
8.88005,0.257610598
8.888242,0.267035376
8.896434,0.273318561
8.903602,0.279601746
8.911794,0.285884931
8.919986,0.289026524
8.928178,0.295309709
8.93637,0.301592895
8.944562,0.30787608
8.95173,0.311017673
8.959922,0.317300858
8.968114,0.320442451
8.976306,0.326725636
8.984498,0.329867229
8.991666,0.333008821
8.999858,0.339292007
9.00805,0.342433599
9.016242,0.345575192
9.024434,0.348716785
9.032626,0.351858377
9.041842,0.35499997
9.053106,0.358141563
9.068466,0.361283155
9.08997,0.364424748
9.149362,0.361283155
9.169842,0.358141563
9.184178,0.35499997
9.196466,0.351858377
9.206706,0.348716785
9.215922,0.345575192
9.224114,0.342433599
9.232306,0.339292007
9.240498,0.336150414
9.24869,0.333008821
9.255858,0.329867229
9.26405,0.326725636
9.272242,0.320442451
9.280434,0.317300858
9.288626,0.311017673
9.295794,0.30787608
9.303986,0.301592895
9.312178,0.298451302
9.32037,0.292168117
9.328562,0.285884931
9.336754,0.279601746
9.343922,0.273318561
9.352114,0.267035376
9.360306,0.26075219
9.368498,0.254469005
9.37669,0.24818582
9.383858,0.241902634
9.39205,0.235619449
9.400242,0.229336264
9.408434,0.219911486
9.416626,0.2136283
9.424818,0.207345115
9.431986,0.197920337
9.440178,0.191637152
9.44837,0.182212374
9.456562,0.175929189
9.464754,0.166504411
9.471922,0.160221225
9.480114,0.150796447
9.488306,0.141371669
9.496498,0.135088484
9.50469,0.125663706
9.511858,0.119380521
9.52005,0.109955743
9.528242,0.100530965
9.536434,0.091106187
9.544626,0.0848230016
9.551794,0.0753982237
9.559986,0.0659734457
9.568178,0.0565486678
9.57637,0.0471238898
9.584562,0.0408407045
9.592754,0.0314159265
9.599922,0.0219911486
9.608114,0.0125663706
9.616306,0.00314159265
9.624498,-0.00314159265
9.63269,-0.0125663706
9.640882,-0.0219911486
9.64805,-0.0314159265
9.656242,-0.0376991118
9.664434,-0.0471238898
9.672626,-0.0565486678
9.680818,-0.0659734457
9.687986,-0.072256631
9.696178,-0.081681409
9.70437,-0.0879645943
9.712562,-0.0973893723
9.720754,-0.10681415
9.728946,-0.113097336
9.736114,-0.122522113
9.744306,-0.128805299
9.752498,-0.138230077
9.76069,-0.144513262
9.768882,-0.150796447
9.77605,-0.160221225
9.784242,-0.166504411
9.792434,-0.172787596
9.800626,-0.179070781
9.808818,-0.188495559
9.81701,-0.194778745
9.824178,-0.20106193
9.83237,-0.207345115
9.840562,-0.2136283
9.848754,-0.219911486
9.856946,-0.226194671
9.865138,-0.229336264
9.872306,-0.235619449
9.880498,-0.241902634
9.88869,-0.24818582
9.896882,-0.251327412
9.905074,-0.257610598
9.912242,-0.26075219
9.920434,-0.267035376
9.928626,-0.270176968
9.936818,-0.273318561
9.94501,-0.276460154
9.952178,-0.282743339
9.96037,-0.285884931
9.968562,-0.289026524
9.976754,-0.292168117
9.984946,-0.295309709
9.994162,-0.298451302
10.005426,-0.301592895
10.017714,-0.304734487
10.033074,-0.30787608
10.056626,-0.311017673
10.117042,-0.30787608
10.13957,-0.304734487
10.15493,-0.301592895
10.167218,-0.298451302
10.178482,-0.295309709
10.188722,-0.292168117
10.197938,-0.289026524
10.20613,-0.285884931
10.213298,-0.282743339
10.22149,-0.279601746
10.228658,-0.276460154
10.234802,-0.273318561
10.24197,-0.270176968
10.249138,-0.267035376
10.256306,-0.263893783
10.264498,-0.26075219
