Wavelength (nm) - Measure	Measured Reflectance (%)  - Measure	Wavelength (nm) - Fit	Theorical Reflectance (0..1) - Fit
531.32	133.909	687.75	0.622026
531.68	132.85	688.75	0.620955
532.04	136.473	689.75	0.61968
532.4	132.98	690.75	0.618679
532.76	134.005	691.75	0.61748
533.12	132.333	692.75	0.616544
533.48	134.023	693.75	0.615424
533.84	132.694	694.75	0.61455
534.2	134.382	695.75	0.613519
534.55	136.693	696.75	0.612725
534.91	136.883	697.75	0.611943
535.27	134.317	698.75	0.611028
535.63	132.262	699.75	0.610299
535.99	131.838	700.75	0.609466
536.35	132.313	701.75	0.60879
536.71	135.135	702.75	0.608237
537.07	132.359	703.75	0.6075
537.42	129.326	704.75	0.606909
537.78	132.704	705.75	0.606288
538.14	135.766	706.75	0.60583
538.5	133.436	707.75	0.605328
538.86	133.094	708.75	0.604823
539.21	133.06	709.75	0.604463
539.57	132.258	710.75	0.60404
539.93	133.096	711.75	0.603792
540.29	134.914	712.75	0.603394
540.64	131.558	713.75	0.603013
541	131.61	714.75	0.602858
541.36	130.685	715.75	0.602606
541.72	129.804	716.75	0.602465
542.07	131.579	717.75	0.602201
542.43	127.583	718.75	0.602163
542.79	132.524	719.75	0.60216
543.15	133.17	720.75	0.602043
543.5	128.965	721.75	0.602051
543.86	130.911	722.75	0.601918
544.22	132.846	723.75	0.602022
544.57	130.019	724.75	0.60216
544.93	131.442	725.75	0.602294
545.29	129.367	726.75	0.602363
545.64	132.043	727.75	0.602543
546	132.375	728.75	0.602755
546.35	133.528	729.75	0.602758
546.71	127.962	730.75	0.60362
547.07	130.443	731.75	0.603939
547.42	129.915	732.75	0.604267
547.78	127.688	733.75	0.604638
548.13	132.63	734.75	0.605046
548.49	130.888	735.75	0.605445
548.85	131.067	736.75	0.605868
549.2	130.266	737.75	0.606314
549.56	129.301	738.75	0.606783
549.91	129.612	739.75	0.607274
550.27	131.614	740.75	0.607787
550.62	127.847	741.75	0.608322
550.98	126.916	742.75	0.608863
551.33	129.541	743.75	0.609412
551.69	126.542	744.75	0.61001
552.04	126.438	745.75	0.610627
552.4	126.797	746.75	0.611267
552.75	128.479	747.75	0.612152
553.11	126.811	748.75	0.612826
553.46	125.857	749.75	0.61352
553.81	127.35	750.75	0.614275
554.17	127.144	751.75	0.61501
554.52	126.555	752.75	0.615746
554.88	127.35	753.75	0.616486
555.23	128.275	754.75	0.617269
555.58	125.933	755.75	0.618303
555.94	127.35	756.75	0.619115
556.29	125.929	757.75	0.619972
556.65	125.256	758.75	0.620812
557	122.888	759.75	0.621654
557.35	124.11	760.75	0.622768
557.71	123.119	761.75	0.623654
558.06	126.424	762.75	0.624574
558.41	124.634	763.75	0.625485
558.76	122.958	764.75	0.626399
559.12	125.505	765.75	0.627584
559.47	121.982	766.75	0.628548
559.82	123.021	767.75	0.629509
560.18	121.685	768.75	0.630476
560.53	124.138	769.75	0.63171
560.88	122.471	770.75	0.632711
561.23	121.886	771.75	0.633716
561.58	121.258	772.75	0.634983
561.94	123.429	773.75	0.636012
562.29	122.252	774.75	0.637048
562.64	117.601	775.75	0.638345
562.99	116.898	776.75	0.639398
563.34	122.087	777.75	0.640461
563.7	122.435	778.75	0.641538
564.05	124.518	779.75	0.642862
564.4	119.604	780.75	0.643948
564.75	120.172	781.75	0.645302
565.1	119.678	782.75	0.646396
565.45	120.306	783.75	0.647503
565.8	117.112	784.75	0.648881
566.15	118.809	785.75	0.649996
566.5	118.06	786.75	0.651133
566.85	120.335	787.75	0.652516
567.2	119.193	788.75	0.653646
567.56	121.519	789.75	0.654802
567.91	118.994	790.75	0.656185
568.26	120.833	791.75	0.657337
568.61	117.557	792.75	0.658774
568.96	119.641	793.75	0.660899
569.31	116.72	794.75	0.662062
569.66	117.906	795.75	0.663467
570	115.385	796.75	0.664639
570.35	118.014	797.75	0.666082
570.7	115.744	798.75	0.667252
571.05	115.635	799.75	0.668442
571.4	117.111	800.75	0.669868
571.75	114.582	801.75	0.671061
572.1	119.099	802.75	0.672491
572.45	113.02	803.75	0.673679
572.8	116.299	804.75	0.675128
573.15	115.473	805.75	0.676315
573.5	116.654	806.75	0.677505
573.84	112.584	807.75	0.678953
574.19	112.937	808.75	0.680146
574.54	115.425	809.75	0.681595
574.89	113.407	810.75	0.682787
575.24	112.218	811.75	0.684215
575.58	113.171	812.75	0.685421
575.93	114.996	813.75	0.686597
576.28	111.111	814.75	0.688059
576.63	112.473	815.75	0.689228
576.97	111.103	816.75	0.690708
577.32	113	817.75	0.69189
577.67	111.4	818.75	0.693256
578.02	112.341	819.75	0.694508
578.36	110.739	820.75	0.695856
578.71	109.896	821.75	0.697119
579.06	110.104	822.75	0.698277
579.4	111.472	823.75	0.699765
579.75	108.702	824.75	0.700916
580.1	107.592	825.75	0.702366
580.44	109.06	826.75	0.703513
580.79	107.925	827.75	0.70473
581.13	107.955	828.75	0.706091
581.48	107.979	829.75	0.707276
581.83	108.932	830.75	0.708659
582.17	105.398	831.75	0.709813
582.52	107.325	832.75	0.711204
582.86	108.531	833.75	0.712363
583.21	105.828	834.75	0.713707
583.55	106.922	835.75	0.714892
583.9	105.74	836.75	0.716003
584.24	107.444	837.75	0.717411
584.59	104.005	838.75	0.718519
584.93	105.476	839.75	0.719945
585.28	105.425	840.75	0.721035
585.62	105.153	841.75	0.722408
585.97	105.153	842.75	0.723505
586.31	104.031	843.75	0.724583
586.65	103.111	844.75	0.725957
587	105.308	845.75	0.727024
587.34	102.722	846.75	0.728425
587.69	104.427	847.75	0.729478
588.03	102.122	848.75	0.73082
588.37	99.937	849.75	0.731877
588.72	102.427	850.75	0.733141
589.06	101.334	851.75	0.734249
589.4	103.234	852.75	0.735287
589.75	100.578	853.75	0.736609
590.09	99.363	854.75	0.737654
590.43	98.912	855.75	0.738961
590.77	100.19	856.75	0.739983
591.12	99.236	857.75	0.741288
591.46	100.641	858.75	0.742275
591.8	100.909	859.75	0.743525
592.14	99.031	860.75	0.744546
592.49	98.716	861.75	0.745641
592.83	96.65	862.75	0.746794
593.17	97.95	863.75	0.747758
593.51	97.513	864.75	0.749009
593.85	98.009	865.75	0.749967
594.19	96.04	866.75	0.751211
594.54	97.733	867.75	0.752173
594.88	94.74	868.75	0.75337
595.22	97.143	869.75	0.754319
595.56	95.806	870.75	0.755538
595.9	95.281	871.75	0.756451
596.24	97.023	872.75	0.757636
596.58	96.034	873.75	0.758553
596.92	94.213	874.75	0.759712
597.26	95.378	875.75	0.760623
597.6	94.076	876.75	0.761766
597.94	92.94	877.75	0.762663
598.28	92.486	878.75	0.763803
598.62	93.697	879.75	0.764652
598.96	93.985	880.75	0.766531
599.3	93.058	881.75	0.767389
599.64	90.175	882.75	0.768508
599.98	91.672	883.75	0.769617
600.32	91.906	884.75	0.770443
600.65	90.156	885.75	0.771522
600.99	91.267	886.75	0.772331
601.33	90.489	887.75	0.773412
601.67	89.723	888.75	0.774457
602.01	90.735	889.75	0.775268
602.35	91.118	890.75	0.776321
602.69	89.267	891.75	0.777075
603.02	87.254	892.75	0.77813
603.36	88.705	893.75	0.77916
603.7	87.143	894.75	0.779881
604.04	88.235	895.75	0.780923
604.37	89.153	896.75	0.781928
604.71	87.27	897.75	0.782674
605.05	86.728	898.75	0.783648
605.38	87.22	899.75	0.78463
605.72	85.996	900.75	0.785607
606.06	87.268	901.75	0.786285
606.39	86.352	902.75	0.787263
606.73	85.212	903.75	0.788214
607.07	85.329	904.75	0.789159
607.4	84.037	905.75	0.790097
607.74	83.884	906.75	0.790753
608.08	84.824	907.75	0.791676
608.41	83.585	908.75	0.792589
608.75	82.446	909.75	0.793495
609.08	84.249	910.75	0.794393
609.42	80.521	911.75	0.795284
609.75	83.901	912.75	0.796167
610.09	79.673	913.75	0.797042
610.42	82.326	914.75	0.797911
610.76	83.066	915.75	0.798506
611.09	81.61	916.75	0.799351
611.43	79.648	917.75	0.800196
611.76	80.612	918.75	0.80132
612.09	79.099	919.75	0.802132
612.43	80.485	920.75	0.802953
612.76	80.739		
613.1	78.618		
613.43	77.799		
613.76	78.431		
614.1	79.529		
614.43	78.632		
614.76	76.622		
615.09	78.772		
615.43	77.355		
615.76	78.016		
616.09	76.69		
616.42	76.928		
616.76	77.857		
617.09	74.778		
617.42	75.24		
617.75	76.422		
618.08	73.668		
618.41	74.904		
618.75	74.044		
619.08	72.808		
619.41	74.536		
619.74	72.299		
620.07	72.145		
620.4	72.971		
620.73	73.644		
621.06	72.884		
621.39	71.67		
621.72	72.511		
622.05	71.678		
622.38	68.867		
622.71	71.004		
623.04	68.762		
623.37	69.799		
623.7	69.45		
624.02	69.363		
624.35	68.524		
624.68	69.762		
625.01	69.747		
625.34	66.05		
625.67	67.288		
625.99	68.472		
626.32	66.747		
626.65	66.567		
626.98	66.869		
627.3	66.016		
627.63	66.382		
627.96	67.304		
628.28	67.885		
628.61	63.728		
628.94	64.355		
629.26	64.631		
629.59	65.471		
629.91	65.326		
630.24	63.914		
630.57	63.675		
630.89	63.709		
631.22	63.356		
631.54	63.004		
631.87	63.213		
632.19	63.495		
632.52	62.255		
632.84	61.145		
633.16	62.105		
633.49	61.639		
633.81	61.64		
634.14	62.147		
634.46	61.89		
634.78	60.595		
635.11	61.193		
635.43	60.844		
635.75	60.183		
636.08	60.806		
636.4	59.408		
636.72	60.12		
637.04	59.932		
637.37	60.569		
637.69	59.384		
638.01	58.971		
638.33	59.264		
638.65	58.453		
638.97	58.206		
639.29	58.327		
639.62	59.65		
639.94	56.811		
640.26	57.615		
640.58	58.406		
640.9	57.903		
641.22	58.272		
641.54	56.347		
641.86	57.399		
642.18	55.997		
642.5	57.193		
642.82	56.312		
643.14	55.967		
643.45	56.757		
643.77	55.977		
644.09	55.136		
644.41	54.492		
644.73	55.498		
645.05	54.737		
645.36	55.773		
645.68	55.58		
646	54.867		
646.32	55.2		
646.63	52.459		
646.95	55.097		
647.27	54.511		
647.58	53.001		
647.9	52.556		
648.22	53.27		
648.53	53.239		
648.85	52.063		
649.17	53.433		
649.48	51.709		
649.8	52.648		
650.11	50.784		
650.43	52.579		
650.74	52.981		
651.06	49.912		
651.37	54.645		
651.68	51.397		
652	49.803		
652.31	50.489		
652.63	50		
652.94	47.658		
653.25	49.364		
653.57	49.455		
653.88	49.312		
654.19	48.284		
654.51	46.172		
654.82	50.122		
655.13	49.38		
655.44	48.477		
655.75	48.128		
656.07	46.257		
656.38	46.133		
656.69	46.974		
657	44.928		
657.31	48.012		
657.62	46.729		
657.93	44.762		
658.24	45.955		
658.55	45.246		
658.86	45.085		
659.17	46.528		
659.48	41.724		
659.79	45.62		
660.1	45.076		
660.41	42.007		
660.72	43.359		
661.03	44.355		
661.34	43.644		
661.65	43.6		
661.95	40.336		
662.26	44.068		
662.57	44.196		
662.88	43.056		
663.19	40.09		
663.49	38.647		
663.8	45.411		
664.11	42.424		
664.41	44.949		
664.72	34.184		
665.03	40.526		
665.33	39.583		
665.64	43.316		
665.94	40.571		
666.25	39.891		
666.56	40.556		
666.86	39.429		
667.17	33.14		
667.47	40		
667.77	37.805		
668.08	33.333		
668.38	38.365		
668.69	42.5		
668.99	38.217		
669.29	29.299		
669.6	40.541		
669.9	37.931		
670.2	35.374		
670.51	37.931		
670.81	33.094		
671.11	36.957		
671.41	37.956		
671.72	35.878		
672.02	36.434		
672.32	35.507		
672.62	38.76		
672.92	34.091		
673.22	39.516		
673.52	34.146		
673.82	32.52		
674.13	32		
674.43	32.174		
674.73	32.5		
675.03	28.448		
675.32	33.058		
675.62	38.462		
675.92	33.333		
676.22	32.407		
676.52	32.381		
676.82	32.11		
677.12	39.815		
677.42	34.286		
677.71	30.208		
678.01	38.462		
678.31	27.184		
678.61	28.571		
678.9	31.633		
679.2	32.222		
679.5	33.663		
679.79	28.866		
680.09	32.184		
680.39	29.63		
680.68	25.316		
680.98	34.409		
681.27	27.778		
681.57	24.359		
681.86	30.38		
682.16	27.5		
682.45	25.926		
682.75	31.325		
683.04	29.487		
683.34	31.579		
683.63	33.803		
683.92	38.806		
684.22	27.632		
684.51	30.435		
684.8	32.394		
685.1	33.803		
685.39	28.571		
685.68	28.358		
685.97	32.787		
686.26	27.869		
686.56	31.481		
686.85	35.484		
687.14	28.07		
687.43	33.333		
687.72	14.815		
688.01	21.154		
688.3	30		
688.59	33.333		
688.88	25.532		
689.17	24.444		
689.46	31.818		
689.75	24.561		
690.04	22.917		
690.33	19.231		
690.62	16.279		
690.91	25		
691.19	33.333		
691.48	24.444		
691.77	25		
692.06	26.829		
692.34	20.408		
692.63	21.951		
692.92	30.556		
693.2	23.077		
693.49	17.143		
693.78	31.429		
694.06	6.667		
694.35	37.5		
694.63	32.432		
694.92	13.793		
695.21	25.641		
695.49	43.75		
695.77	30.556		
696.06	16.129		
696.34	28.125		
